iter	MultiClass	F1:class=0	F1:class=1	F1:class=2
183	0.7434831771	0	0.005256241787	0.8393009899
184	0.7431492116	0	0.005256241787	0.8393009899
185	0.7427445887	0	0.005256241787	0.8393009899
186	0.7424168925	0	0.005256241787	0.8393009899
187	0.7421007584	0	0.005256241787	0.8393009899
188	0.7416916648	0	0.005256241787	0.8393009899
189	0.7413421804	0	0.005256241787	0.8393009899
190	0.7409989653	0	0.005256241787	0.8393009899
191	0.7406481448	0	0.005256241787	0.8393009899
192	0.7403185472	0	0.005256241787	0.8393009899
193	0.7399711183	0	0.005256241787	0.8393009899
194	0.7396343266	0	0.005256241787	0.8393009899
195	0.7393192202	0	0.005256241787	0.8393009899
196	0.7390784198	0	0.005256241787	0.8393009899
197	0.7387115665	0	0.005256241787	0.8393009899
198	0.738420201	0	0.005256241787	0.8393009899
199	0.7381079723	0	0.005256241787	0.8393009899
200	0.7378316633	0	0.005256241787	0.8393009899
201	0.7375412228	0	0.005256241787	0.8393009899
202	0.737292149	0	0.005256241787	0.8393009899
203	0.73701584	0	0.005256241787	0.8393009899
204	0.7367230357	0	0.005256241787	0.8393009899
205	0.7363797691	0	0.005256241787	0.8393009899
206	0.7361016102	0	0.005256241787	0.8393009899
207	0.7358039241	0	0.005256241787	0.8393009899
208	0.7355023326	0	0.005256241787	0.8393009899
209	0.7351965273	0	0.005256241787	0.8393009899
210	0.7349277208	0	0.005256241787	0.8393009899
211	0.7345639508	0	0.005256241787	0.8393009899
212	0.7342956068	0	0.005256241787	0.8393009899
213	0.7340059371	0	0.005256241787	0.8393009899
214	0.7337354862	0	0.005256241787	0.8393009899
215	0.733453319	0	0.005256241787	0.8393009899
216	0.733205016	0	0.005256241787	0.8393009899
217	0.7329876482	0	0.005256241787	0.8393009899
218	0.7326682253	0	0.005256241787	0.8393009899
219	0.7324988017	0	0.005256241787	0.8393009899
220	0.7322655037	0	0.005256241787	0.8393009899
221	0.7320423291	0	0.005256241787	0.8393009899
222	0.7318088256	0	0.005256241787	0.8393009899
223	0.7315233697	0	0.005256241787	0.8393009899
224	0.7312471634	0	0.005256241787	0.8393009899
225	0.7309697239	0	0.005256241787	0.8393009899
226	0.7307583169	0	0.005256241787	0.8393009899
227	0.7304731693	0	0.005256241787	0.8393009899
228	0.7302448045	0	0.005256241787	0.8393009899
229	0.730023634	0	0.005256241787	0.8393009899
230	0.7298013843	0	0.005256241787	0.8393009899
231	0.729574407	0	0.005256241787	0.8393009899
232	0.7293130517	0	0.005256241787	0.8393009899
233	0.72902405	0	0.005256241787	0.8393009899
234	0.7287420884	0	0.005256241787	0.8393009899
235	0.7285127473	0	0.005256241787	0.8393009899
236	0.7281830984	0	0.005256241787	0.8393009899
237	0.7279752885	0	0.007874015748	0.8394035688
238	0.7277936347	0	0.007874015748	0.8394035688
239	0.7276283735	0	0.007874015748	0.8394035688
240	0.7273173781	0	0.005256241787	0.8393009899
241	0.7270826413	0	0.005256241787	0.8393009899
242	0.7268892199	0	0.005256241787	0.8393009899
243	0.7267336708	0	0.005256241787	0.8393009899
244	0.7265767856	0	0.005256241787	0.8393009899
245	0.7263471876	0	0.005256241787	0.8393009899
246	0.7261744752	0	0.005256241787	0.8393009899
247	0.7260020711	0	0.01048492792	0.8395061728
248	0.7257361423	0	0.01048492792	0.8395061728
249	0.725478641	0	0.007874015748	0.8394035688
250	0.7252858876	0	0.01048492792	0.8395061728
251	0.7250805957	0	0.01048492792	0.8395061728
252	0.7249891779	0	0.01048492792	0.8395061728
253	0.7248124059	0	0.01048492792	0.8395061728
254	0.7246165178	0	0.01048492792	0.8395061728
255	0.72438137	0	0.01048492792	0.8395061728
256	0.724209377	0	0.01048492792	0.8395061728
257	0.7240369215	0	0.01048492792	0.8395061728
258	0.7238700672	0	0.01048492792	0.8395061728
259	0.7236393901	0	0.01048492792	0.8395061728
260	0.723470172	0	0.01048492792	0.8395061728
261	0.7232903681	0	0.01048492792	0.8395061728
262	0.7230001332	0	0.01048492792	0.8395061728
263	0.7227609257	0	0.01048492792	0.8395061728
264	0.7225972061	0	0.01048492792	0.8395061728
265	0.7223898073	0	0.01048492792	0.8395061728
266	0.7220929434	0	0.007874015748	0.8394035688
267	0.7218695118	0	0.01048492792	0.8395061728
268	0.7217457201	0	0.01048492792	0.8395061728
269	0.7215274786	0	0.01048492792	0.8395061728
270	0.721402248	0	0.01048492792	0.8395061728
271	0.7211315402	0	0.01048492792	0.8395061728
272	0.720891973	0	0.01048492792	0.8395061728
273	0.7206799494	0	0.007874015748	0.8394035688
274	0.7204908958	0	0.007874015748	0.8394035688
275	0.7203100129	0	0.007874015748	0.8394035688
276	0.7201387907	0	0.007874015748	0.8394035688
277	0.7200015868	0	0.007874015748	0.8394035688
278	0.7198503543	0	0.007874015748	0.8394035688
279	0.7196343738	0	0.01048492792	0.8395061728
280	0.7194471703	0	0.01048492792	0.8395061728
281	0.7191915703	0	0.01048492792	0.8395061728
282	0.7190881792	0	0.01048492792	0.8395061728
283	0.7188106369	0	0.007874015748	0.8394035688
284	0.718733145	0	0.007874015748	0.8394035688
285	0.7185883358	0	0.007874015748	0.8394035688
286	0.718431091	0	0.01048492792	0.8395061728
287	0.7182679366	0	0.01048492792	0.8395061728
288	0.7179157801	0	0.01308900524	0.839608802
289	0.7177579186	0	0.01308900524	0.839608802
290	0.7175762134	0	0.01308900524	0.839608802
291	0.717369534	0	0.01048492792	0.8395061728
292	0.7171947148	0	0.01308900524	0.839608802
293	0.7170398851	0	0.01308900524	0.839608802
294	0.7168799681	0	0.01048492792	0.8395061728
295	0.7167534014	0	0.01048492792	0.8395061728
296	0.7166217474	0	0.01308900524	0.839608802
297	0.716498675	0	0.01308900524	0.839608802
298	0.7163963117	0	0.01308900524	0.839608802
299	0.716233774	0	0.01308900524	0.839608802
300	0.716090712	0	0.01308900524	0.839608802
301	0.7158507851	0	0.01308900524	0.839608802
302	0.7156784324	0	0.01308900524	0.839608802
303	0.7155306942	0	0.01308900524	0.839608802
304	0.7153234496	0	0.01308900524	0.839608802
305	0.715163584	0	0.01308900524	0.839608802
306	0.7150763799	0	0.01308900524	0.839608802
307	0.7149551575	0	0.01308900524	0.839608802
308	0.7147560834	0	0.01308900524	0.839608802
309	0.7146861454	0	0.01048492792	0.8395061728
310	0.7145329602	0	0.01048492792	0.8395061728
311	0.7144319329	0	0.01048492792	0.8395061728
312	0.7143163117	0	0.01048492792	0.8395061728
313	0.7140769501	0	0.01048492792	0.8395061728
314	0.7139121513	0	0.01308900524	0.839608802
315	0.7137636937	0	0.01308900524	0.839608802
316	0.7136220705	0	0.01308900524	0.839608802
317	0.7135072201	0	0.01308900524	0.839608802
318	0.7134128218	0	0.01308900524	0.839608802
319	0.7131578385	0	0.01308900524	0.839608802
320	0.712982865	0	0.01308900524	0.839608802
321	0.7128774699	0	0.01308900524	0.839608802
322	0.7127469464	0	0.01308900524	0.839608802
323	0.7126346139	0	0.01308900524	0.839608802
324	0.7124610279	0	0.01308900524	0.839608802
325	0.7123312239	0	0.01308900524	0.839608802
326	0.7121075867	0	0.01568627451	0.8397114562
327	0.7119712565	0	0.0182767624	0.8398141355
328	0.7118110825	0	0.0182767624	0.8398141355
329	0.7116592847	0	0.0182767624	0.8398141355
330	0.7114551233	0	0.0182767624	0.8398141355
331	0.7112636546	0	0.0182767624	0.8398141355
332	0.711086266	0	0.0182767624	0.8398141355
333	0.7109617548	0	0.0182767624	0.8398141355
334	0.7108415601	0	0.02086049544	0.8399168399
335	0.7107113449	0	0.0182767624	0.8398141355
336	0.7105509654	0	0.0182767624	0.8398141355
337	0.7103890443	0	0.0182767624	0.8398141355
338	0.7102648414	0	0.0182767624	0.8398141355
339	0.7101179254	0	0.02086049544	0.8399168399
340	0.7099029213	0	0.02086049544	0.8399168399
341	0.7097431071	0	0.02086049544	0.8399168399
342	0.7095480927	0	0.02086049544	0.8399168399
343	0.709446346	0	0.02086049544	0.8399168399
344	0.7092772821	0	0.02086049544	0.8399168399
345	0.7091109931	0	0.02086049544	0.8399168399
346	0.7089280032	0	0.02086049544	0.8399168399
347	0.7087711181	0	0.02086049544	0.8399168399
348	0.7085179333	0	0.02086049544	0.8399168399
349	0.708359301	0	0.0234375	0.8400195695
350	0.7082130016	0	0.0234375	0.8400195695
351	0.7080605358	0	0.0234375	0.8400195695
352	0.7078627978	0	0.0234375	0.8400195695
353	0.7078285225	0	0.02086049544	0.8399168399
354	0.7076788316	0	0.02086049544	0.8399168399
355	0.7075872596	0	0.0234375	0.8400195695
356	0.7073832524	0	0.0234375	0.8400195695
357	0.7072388029	0	0.0234375	0.8400195695
358	0.7071061725	0	0.02600780234	0.8401223242
359	0.7069541178	0	0.02600780234	0.8401223242
360	0.7068739538	0	0.02600780234	0.8401223242
361	0.706746976	0	0.02600780234	0.8401223242
362	0.7066263702	0	0.02600780234	0.8401223242
363	0.7064942537	0	0.02600780234	0.8401223242
364	0.706364244	0	0.02600780234	0.8401223242
365	0.7061723128	0	0.02857142857	0.840225104
366	0.7059773498	0	0.02857142857	0.840225104
367	0.7058805363	0	0.02857142857	0.840225104
368	0.7057923044	0	0.02857142857	0.840225104
369	0.7056882453	0	0.02857142857	0.840225104
370	0.7055009389	0	0.02857142857	0.840225104
371	0.7053840844	0	0.02857142857	0.840225104
372	0.7052358323	0	0.02857142857	0.840225104
373	0.7050733974	0	0.02857142857	0.840225104
374	0.704863532	0	0.02857142857	0.840225104
375	0.7047384556	0	0.02857142857	0.840225104
376	0.7046801825	0	0.02857142857	0.840225104
377	0.7045546435	0	0.02857142857	0.840225104
378	0.7044823417	0	0.02857142857	0.840225104
379	0.7043933905	0	0.02857142857	0.840225104
380	0.7042183656	0	0.02857142857	0.840225104
381	0.704161223	0	0.02857142857	0.840225104
382	0.7041307504	0	0.02857142857	0.840225104
383	0.7040021796	0	0.02857142857	0.840225104
384	0.7039221184	0	0.02857142857	0.840225104
385	0.7036946786	0	0.02857142857	0.840225104
386	0.7035412878	0	0.02857142857	0.840225104
387	0.7033479691	0	0.02857142857	0.840225104
388	0.7030480733	0	0.02857142857	0.840225104
389	0.7029080432	0	0.02857142857	0.840225104
390	0.7028171392	0	0.02857142857	0.840225104
391	0.7026497711	0	0.02857142857	0.840225104
392	0.7025366165	0	0.02857142857	0.840225104
393	0.7024455583	0	0.02857142857	0.840225104
394	0.7023743357	0	0.02857142857	0.840225104
395	0.702278293	0	0.02857142857	0.840225104
396	0.7021773171	0	0.02857142857	0.840225104
397	0.7019783458	0	0.02857142857	0.840225104
398	0.7018708438	0	0.02857142857	0.840225104
399	0.701729529	0	0.02857142857	0.840225104
400	0.7016481316	0	0.02857142857	0.840225104
401	0.7015529625	0	0.03112840467	0.840327909
402	0.7014297874	0	0.03112840467	0.840327909
403	0.7013403223	0	0.03112840467	0.840327909
404	0.7011332318	0	0.03367875648	0.8404307391
405	0.7009842603	0	0.03367875648	0.8404307391
406	0.7009007561	0	0.03367875648	0.8404307391
407	0.7007615995	0	0.03367875648	0.8404307391
408	0.7007045597	0	0.03367875648	0.8404307391
409	0.7006323093	0	0.03367875648	0.8404307391
410	0.7004766061	0	0.03367875648	0.8404307391
411	0.7003488575	0	0.03367875648	0.8404307391
412	0.7001936681	0	0.03367875648	0.8404307391
413	0.7000678722	0	0.03367875648	0.8404307391
414	0.6999974717	0	0.03367875648	0.8404307391
415	0.6998986541	0	0.03367875648	0.8404307391
416	0.6998037934	0	0.03367875648	0.8404307391
417	0.6996987579	0	0.03367875648	0.8404307391
418	0.6995821089	0	0.03367875648	0.8404307391
419	0.6995099099	0	0.03367875648	0.8404307391
420	0.6993225522	0	0.03367875648	0.8404307391
421	0.6992216277	0	0.03367875648	0.8404307391
422	0.6990306728	0	0.03367875648	0.8404307391
423	0.6989441368	0	0.03367875648	0.8404307391
424	0.698784785	0	0.0362225097	0.8405335944
425	0.6986442924	0	0.0362225097	0.8405335944
426	0.6985506135	0	0.0362225097	0.8405335944
427	0.6984519501	0	0.0362225097	0.8405335944
428	0.6982718893	0	0.0362225097	0.8405335944
429	0.6982007694	0	0.0362225097	0.8405335944
430	0.6981248191	0	0.0362225097	0.8405335944
431	0.6979672659	0	0.0362225097	0.8405335944
432	0.6977910078	0	0.0362225097	0.8405335944
433	0.6977108952	0	0.0362225097	0.8405335944
434	0.6976382336	0	0.0362225097	0.8405335944
435	0.6975570932	0	0.0362225097	0.8405335944
436	0.6974252337	0	0.0362225097	0.8405335944
437	0.6972971767	0	0.0362225097	0.8405335944
438	0.697187722	0	0.0362225097	0.8405335944
439	0.6969916284	0	0.03875968992	0.8406364749
440	0.6968550412	0	0.04129032258	0.8407393806
441	0.6968006735	0	0.04129032258	0.8407393806
442	0.6966977964	0	0.04129032258	0.8407393806
443	0.6965647035	0	0.04129032258	0.8407393806
444	0.696482227	0	0.04129032258	0.8407393806
445	0.6963271918	0	0.04129032258	0.8407393806
446	0.6961902963	0	0.04129032258	0.8407393806
447	0.6960953841	0	0.04129032258	0.8407393806
448	0.6960281696	0	0.04129032258	0.8407393806
449	0.6958852104	0	0.04129032258	0.8407393806
450	0.6957086954	0	0.04129032258	0.8407393806
451	0.6956119846	0	0.04129032258	0.8407393806
452	0.6955594669	0	0.04129032258	0.8407393806
453	0.6955296623	0	0.04129032258	0.8407393806
454	0.6953846476	0	0.04129032258	0.8407393806
455	0.6952790469	0	0.04129032258	0.8407393806
456	0.6950881435	0	0.04129032258	0.8407393806
457	0.6949575172	0	0.04381443299	0.8408423115
458	0.6948663049	0	0.04381443299	0.8408423115
459	0.6947042296	0	0.04381443299	0.8408423115
460	0.6945719076	0	0.04381443299	0.8408423115
461	0.6944916407	0	0.04381443299	0.8408423115
462	0.6943556702	0	0.04381443299	0.8408423115
463	0.6942480654	0	0.04381443299	0.8408423115
464	0.6940285906	0	0.04381443299	0.8408423115
465	0.6938160017	0	0.04381443299	0.8408423115
466	0.6937019735	0	0.04381443299	0.8408423115
467	0.69359812	0	0.04381443299	0.8408423115
468	0.6934258187	0	0.04381443299	0.8408423115
469	0.6932665697	0	0.04381443299	0.8408423115
470	0.6930655943	0	0.04381443299	0.8408423115
471	0.692972121	0	0.04381443299	0.8408423115
472	0.6929232518	0	0.04381443299	0.8408423115
473	0.6928423683	0	0.04381443299	0.8408423115
474	0.6926656477	0	0.04381443299	0.8408423115
475	0.6925077348	0	0.04381443299	0.8408423115
476	0.6924357413	0	0.04381443299	0.8408423115
477	0.6922384144	0	0.04381443299	0.8408423115
478	0.6920933484	0	0.04633204633	0.8409452675
479	0.6919662164	0	0.04633204633	0.8409452675
480	0.6918547062	0	0.04633204633	0.8409452675
481	0.6917574302	0	0.04633204633	0.8409452675
482	0.6916341523	0	0.04633204633	0.8409452675
483	0.6915191991	0	0.04633204633	0.8409452675
484	0.691337905	0	0.04633204633	0.8409452675
485	0.6911273716	0	0.04884318766	0.8410482488
486	0.6909993661	0	0.04884318766	0.8410482488
487	0.6908870337	0	0.04884318766	0.8410482488
488	0.6908234163	0	0.04884318766	0.8410482488
489	0.6906936636	0	0.04633204633	0.8409452675
490	0.6905804576	0	0.04633204633	0.8409452675
491	0.690467971	0	0.0513478819	0.8411512554
492	0.6903173551	0	0.0513478819	0.8411512554
493	0.69025975	0	0.0513478819	0.8411512554
494	0.6901253211	0	0.0513478819	0.8411512554
495	0.690036267	0	0.0513478819	0.8411512554
496	0.6899434617	0	0.0513478819	0.8411512554
497	0.6897826712	0	0.0513478819	0.8411512554
498	0.6896821578	0	0.0513478819	0.8411512554
499	0.689603484	0	0.0513478819	0.8411512554
